Id,TrainNo,SourceCode,DestinationCode,Cars,StartingFrom,EndAt,DepartureTime,ArrivalTime,Type,Quota,DaysOfRun
8442,47170,Sitafalmandi,Lingampally,NA,Falaknuma,Lingampally,9:55PM,10:45PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8443,47149,Secunderabad,James,NA,Falaknuma,Lingampally,5:32AM,5:38AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8444,47150,Secunderabad,James,NA,Falaknuma,Lingampally,6:12AM,6:18AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8445,47151,Secunderabad,James,NA,Falaknuma,Lingampally,6:57AM,7:03AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8446,47152,Secunderabad,James,NA,Falaknuma,Lingampally,7:40AM,7:46AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8447,47153,Secunderabad,James,NA,Falaknuma,Lingampally,8:02AM,8:08AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8448,47154,Secunderabad,James,NA,Falaknuma,Lingampally,8:27AM,8:33AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8449,47211,Secunderabad,James,NA,Falaknuma,Lingampally,9:02AM,9:08AM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8450,47155,Secunderabad,James,NA,Falaknuma,Lingampally,9:42AM,9:48AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8451,47165,Secunderabad,James,NA,Falaknuma,Lingampally,10:35AM,10:41AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8452,47156,Secunderabad,James,NA,Falaknuma,Lingampally,11:07AM,11:15AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8453,47157,Secunderabad,James,NA,Falaknuma,Lingampally,11:35AM,11:41AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8454,47198,Secunderabad,James,NA,Falaknuma,Lingampally,11:42AM,11:48AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8455,47214,Secunderabad,James,NA,Falaknuma,Lingampally,12:07PM,12:13PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8456,47158,Secunderabad,James,NA,Falaknuma,Lingampally,12:37PM,12:43PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8457,47169,Secunderabad,James,NA,Falaknuma,Lingampally,1:17PM,1:23PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8458,47160,Secunderabad,James,NA,Falaknuma,Lingampally,1:57PM,2:03PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8459,47216,Secunderabad,James,NA,Falaknuma,Lingampally,3:02PM,3:08PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8460,47161,Secunderabad,James,NA,Falaknuma,Lingampally,3:22PM,3:28PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8461,47162,Secunderabad,James,NA,Falaknuma,Lingampally,4:57PM,5:03PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8462,47163,Secunderabad,James,NA,Falaknuma,Lingampally,5:35PM,5:41PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8463,47164,Secunderabad,James,NA,Falaknuma,Lingampally,6:12PM,6:16PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8464,47218,Secunderabad,James,NA,Falaknuma,Lingampally,6:27PM,6:33PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8465,47166,Secunderabad,James,NA,Falaknuma,Lingampally,7:24PM,7:30PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8466,47207,Secunderabad,James,NA,Falaknuma,Lingampally,7:37PM,7:43PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8467,47167,Secunderabad,James,NA,Falaknuma,Lingampally,8:10PM,8:16PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8468,47203,Secunderabad,James,NA,Falaknuma,Lingampally,9:20PM,9:26PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8469,47220,Secunderabad,James,NA,Falaknuma,Lingampally,9:37PM,9:43PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8470,47170,Secunderabad,James,NA,Falaknuma,Lingampally,10:02PM,10:08PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8471,47149,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,5:32AM,5:40AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8472,47150,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,6:12AM,6:20AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8473,47151,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,6:57AM,7:05AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8474,47152,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,7:40AM,7:48AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8475,47153,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,8:02AM,8:10AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8476,47154,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,8:27AM,8:35AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8477,47211,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,9:02AM,9:10AM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8478,47155,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,9:42AM,9:50AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8479,47165,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,10:35AM,10:43AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8480,47156,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,11:07AM,11:17AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8481,47157,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,11:35AM,11:43AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8482,47198,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,11:42AM,11:50AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8483,47214,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,12:07PM,12:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8484,47158,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,12:37PM,12:45PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8485,47169,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,1:17PM,1:25PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8486,47160,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,1:57PM,2:05PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8487,47216,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,3:02PM,3:10PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8488,47161,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,3:22PM,3:30PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8489,47162,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,4:57PM,5:05PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8490,47163,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,5:35PM,5:43PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8491,47164,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,6:12PM,6:18PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8492,47218,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,6:27PM,6:35PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8493,47166,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,7:24PM,7:32PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8494,47207,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,7:37PM,7:45PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8495,47167,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,8:10PM,8:18PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8496,47203,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,9:20PM,9:28PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8497,47220,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,9:37PM,9:45PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8498,47170,Secunderabad,SanjeevaiahPark,NA,Falaknuma,Lingampally,10:02PM,10:10PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8499,47149,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,5:32AM,5:43AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8500,47150,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,6:12AM,6:23AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8501,47151,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,6:57AM,7:08AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8502,47152,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,7:40AM,7:51AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8503,47153,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,8:02AM,8:13AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8504,47154,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,8:27AM,8:38AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8505,47211,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,9:02AM,9:13AM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8506,47155,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,9:42AM,9:53AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8507,47165,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,10:35AM,10:46AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8508,47156,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,11:07AM,11:20AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8509,47157,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,11:35AM,11:46AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8510,47198,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,11:42AM,11:53AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8511,47214,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,12:07PM,12:18PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8512,47158,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,12:37PM,12:48PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8513,47169,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,1:17PM,1:28PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8514,47160,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,1:57PM,2:08PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8515,47216,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,3:02PM,3:13PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8516,47161,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,3:22PM,3:33PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8517,47162,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,4:57PM,5:08PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8518,47163,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,5:35PM,5:46PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8519,47164,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,6:12PM,6:21PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8520,47218,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,6:27PM,6:38PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8521,47166,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,7:24PM,7:35PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8522,47207,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,7:37PM,7:48PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8523,47167,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,8:10PM,8:21PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8524,47203,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,9:20PM,9:31PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8525,47220,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,9:37PM,9:48PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8526,47170,Secunderabad,Begumpet,NA,Falaknuma,Lingampally,10:02PM,10:13PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8527,47149,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,5:32AM,5:45AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8528,47150,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,6:12AM,6:25AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8529,47151,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,6:57AM,7:10AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8530,47152,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,7:40AM,7:53AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8531,47153,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,8:02AM,8:15AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8532,47154,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,8:27AM,8:40AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8533,47211,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,9:02AM,9:15AM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8534,47155,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,9:42AM,9:55AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8535,47165,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,10:35AM,10:48AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8536,47156,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,11:07AM,11:22AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8537,47157,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,11:35AM,11:48AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8538,47198,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,11:42AM,11:55AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8539,47214,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,12:07PM,12:20PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8540,47158,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,12:37PM,12:50PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8541,47169,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,1:17PM,1:30PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8542,47160,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,1:57PM,2:10PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8543,47216,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,3:02PM,3:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8544,47161,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,3:22PM,3:35PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8545,47162,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,4:57PM,5:10PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8546,47163,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,5:35PM,5:48PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8547,47164,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,6:12PM,6:23PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8548,47218,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,6:27PM,6:40PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8549,47166,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,7:24PM,7:37PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8550,47207,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,7:37PM,7:50PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8551,47167,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,8:10PM,8:23PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8552,47203,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,9:20PM,9:33PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8553,47220,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,9:37PM,9:50PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8554,47170,Secunderabad,NatureCureHospital,NA,Falaknuma,Lingampally,10:02PM,10:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8555,47149,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,5:32AM,5:47AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8556,47150,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,6:12AM,6:27AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8557,47151,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,6:57AM,7:12AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8558,47152,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,7:40AM,7:55AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8559,47153,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,8:02AM,8:17AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8560,47154,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,8:27AM,8:42AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8561,47211,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,9:02AM,9:17AM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8562,47155,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,9:42AM,9:57AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8563,47165,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,10:35AM,10:50AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8564,47156,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,11:07AM,11:24AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8565,47157,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,11:35AM,11:50AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8566,47198,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,11:42AM,11:57AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8567,47214,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,12:07PM,12:22PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8568,47158,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,12:37PM,12:52PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8569,47169,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,1:17PM,1:32PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8570,47160,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,1:57PM,2:12PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8571,47216,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,3:02PM,3:17PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8572,47161,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,3:22PM,3:37PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8573,47162,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,4:57PM,5:12PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8574,47163,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,5:35PM,5:50PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8575,47164,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,6:12PM,6:25PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8576,47218,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,6:27PM,6:42PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8577,47166,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,7:24PM,7:39PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8578,47207,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,7:37PM,7:52PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8579,47167,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,8:10PM,8:25PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8580,47203,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,9:20PM,9:35PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8581,47220,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,9:37PM,9:52PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8582,47170,Secunderabad,Fatehnagar,NA,Falaknuma,Lingampally,10:02PM,10:17PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8583,47149,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,5:32AM,5:50AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8584,47150,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,6:12AM,6:30AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8585,47151,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,6:57AM,7:15AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8586,47152,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,7:40AM,7:58AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8587,47153,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,8:02AM,8:20AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8588,47154,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,8:27AM,8:45AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8589,47211,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,9:02AM,9:20AM,Locals,Ladies,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8590,47155,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,9:42AM,10:00AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8591,47165,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,10:35AM,10:53AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8592,47156,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,11:07AM,11:27AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8593,47157,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,11:35AM,11:53AM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8594,47198,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,11:42AM,12:00PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8595,47214,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,12:07PM,12:25PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday@Sunday
8596,47158,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,12:37PM,12:55PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8597,47169,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,1:17PM,1:35PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8598,47160,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,1:57PM,2:15PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
8599,47216,Secunderabad,Bharatnagar,NA,Falaknuma,Lingampally,3:02PM,3:20PM,Locals,General,Monday@Tuesday@Wednesday@Thursday@Friday@Saturday
