Source,Destination,Duration,Route,Stations,Interchanges,Normal Fare
Shenoy Nagar,Teynampet,37Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet:,16,1,50
Shenoy Nagar,Thirumangalam,6Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam:,4,0,15
Shenoy Nagar,Vadapalani,15Min,@Green: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani:,8,0,35
St Thomas Mount,AG-DMS,18Min,@Green: St Thomas Mount: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet: AG-DMS:,8,1,35
St Thomas Mount,Airport,12Min,@Green: St Thomas Mount: Alandur:;@Blue: Nanganallur Road: Meenambakkam: Airport:,5,1,30
St Thomas Mount,Alandur,3Min,@Green: St Thomas Mount: Alandur:,2,0,10
St Thomas Mount,Anna Nagar East,24Min,@Green: St Thomas Mount: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East:,11,0,45
St Thomas Mount,Anna Nagar Tower,22Min,@Green: St Thomas Mount: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower:,10,0,40
St Thomas Mount,Arumbakkam,13Min,@Green: St Thomas Mount: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam:,6,0,35
St Thomas Mount,Ashok Nagar,8Min,@Green: St Thomas Mount: Alandur: Ekkattuthangal: Ashok Nagar:,4,0,25
St Thomas Mount,Chennai Central,38Min,@Green: St Thomas Mount: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore: Chennai Central:,17,0,50
St Thomas Mount,CMBT,15Min,@Green: St Thomas Mount: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT:,7,0,35
St Thomas Mount,Egmore,35Min,@Green: St Thomas Mount: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore:,16,0,50
St Thomas Mount,Ekkattuthangal,5Min,@Green: St Thomas Mount: Alandur: Ekkattuthangal:,3,0,15
St Thomas Mount,Guindy,5Min,@Green: St Thomas Mount: Alandur:;@Blue: Guindy:,3,1,15
St Thomas Mount,Kilpauk Medical College,30Min,@Green: St Thomas Mount: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College:,14,0,45
St Thomas Mount,Koyambedu,17Min,@Green: St Thomas Mount: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu:,8,0,40
St Thomas Mount,Little Mount,8Min,@Green: St Thomas Mount: Alandur:;@Blue: Guindy: Little Mount:,4,1,25
St Thomas Mount,Meenambakkam,9Min,@Green: St Thomas Mount: Alandur:;@Blue: Nanganallur Road: Meenambakkam:,4,1,25
St Thomas Mount,Nandanam,14Min,@Green: St Thomas Mount: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam:,6,1,30
St Thomas Mount,Nanganallur Road,5Min,@Green: St Thomas Mount: Alandur:;@Blue: Nanganallur Road:,3,1,15
St Thomas Mount,Nehru Park,32Min,@Green: St Thomas Mount: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park:,15,0,50
St Thomas Mount,Pachaiyappas College,28Min,@Green: St Thomas Mount: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College:,13,0,45
St Thomas Mount,Saidapet,11Min,@Green: St Thomas Mount: Alandur:;@Blue: Guindy: Little Mount: Saidapet:,5,1,25
St Thomas Mount,Shenoy Nagar,26Min,@Green: St Thomas Mount: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar:,12,0,45
St Thomas Mount,Teynampet,16Min,@Green: St Thomas Mount: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet:,7,1,30
St Thomas Mount,Thirumangalam,20Min,@Green: St Thomas Mount: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam:,9,0,40
St Thomas Mount,Vadapalani,11Min,@Green: St Thomas Mount: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani:,5,0,30
Teynampet,AG-DMS,2Min,@Blue: Teynampet: AG-DMS:,2,0,10
Teynampet,Airport,24Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy: Alandur: Nanganallur Road: Meenambakkam: Airport:,9,0,40
Teynampet,Alandur,14Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy: Alandur:,6,0,30
Teynampet,Anna Nagar East,35Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East:,15,1,50
Teynampet,Anna Nagar Tower,33Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower:,14,1,50
Teynampet,Arumbakkam,24Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam:,10,1,40
Teynampet,Ashok Nagar,19Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar:,8,1,40
Teynampet,Chennai Central,49Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical Colleg,21,1,60
Teynampet,CMBT,26Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT:,11,1,45
Teynampet,Egmore,46Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical Colleg,20,1,55
Teynampet,Ekkattuthangal,16Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal:,7,1,35
Teynampet,Guindy,11Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:,5,0,25
Teynampet,Kilpauk Medical College,41Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical Colleg,18,1,55
Teynampet,Koyambedu,28Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu:,12,1,45
Teynampet,Little Mount,8Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount:,4,0,15
Teynampet,Meenambakkam,21Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy: Alandur: Nanganallur Road: Meenambakkam:,8,0,35
Teynampet,Nandanam,2Min,@Blue: Teynampet: Nandanam:,2,0,10
Teynampet,Nanganallur Road,17Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy: Alandur: Nanganallur Road:,7,0,30
Teynampet,Nehru Park,43Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical Colleg,19,1,55
Teynampet,Pachaiyappas College,39Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College:,17,1,55
Teynampet,Saidapet,5Min,@Blue: Teynampet: Nandanam: Saidapet:,3,0,15
Teynampet,Shenoy Nagar,37Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar:,16,1,50
Teynampet,St Thomas Mount,16Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: St Thomas Mount:,7,1,30
Teynampet,Thirumangalam,31Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam:,13,1,45
Teynampet,Vadapalani,22Min,@Blue: Teynampet: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani:,9,1,40
Thirumangalam,AG-DMS,33Min,@Green: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet: AG-DMS:,14,1,50
Thirumangalam,Airport,27Min,@Green: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam: Airport:,11,1,45
Thirumangalam,Alandur,17Min,@Green: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:,8,0,40
Thirumangalam,Anna Nagar East,4Min,@Green: Thirumangalam: Anna Nagar Tower: Anna Nagar East:,3,0,10
Thirumangalam,Anna Nagar Tower,2Min,@Green: Thirumangalam: Anna Nagar Tower:,2,0,10
Thirumangalam,Arumbakkam,7Min,@Green: Thirumangalam: Koyambedu: CMBT: Arumbakkam:,4,0,25
Thirumangalam,Ashok Nagar,12Min,@Green: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar:,6,0,30
Thirumangalam,Chennai Central,18Min,@Green: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore: Chennai Central:,9,0,35
Thirumangalam,CMBT,5Min,@Green: Thirumangalam: Koyambedu: CMBT:,3,0,15
Thirumangalam,Egmore,15Min,@Green: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore:,8,0,30
Thirumangalam,Ekkattuthangal,15Min,@Green: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal:,7,0,35
Thirumangalam,Guindy,20Min,@Green: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy:,9,1,40
Thirumangalam,Kilpauk Medical College,10Min,@Green: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College:,6,0,25
Thirumangalam,Koyambedu,3Min,@Green: Thirumangalam: Koyambedu:,2,0,10
Thirumangalam,Little Mount,23Min,@Green: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount:,10,1,40
Thirumangalam,Meenambakkam,24Min,@Green: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam:,10,1,45
Thirumangalam,Nandanam,29Min,@Green: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam:,12,1,45
Thirumangalam,Nanganallur Road,20Min,@Green: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road:,9,1,40
Thirumangalam,Nehru Park,12Min,@Green: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park:,7,0,30
Thirumangalam,Pachaiyappas College,8Min,@Green: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College:,5,0,25
Thirumangalam,Saidapet,26Min,@Green: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet:,11,1,45
Thirumangalam,Shenoy Nagar,6Min,@Green: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar:,4,0,15
Thirumangalam,St Thomas Mount,20Min,@Green: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur: St Thomas Mount:,9,0,40
Thirumangalam,Teynampet,31Min,@Green: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet:,13,1,45
Thirumangalam,Vadapalani,9Min,@Green: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani:,5,0,25
Vadapalani,AG-DMS,24Min,@Green: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet: AG-DMS:,10,1,40
Vadapalani,Airport,18Min,@Green: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam: Airport:,7,1,40
Vadapalani,Alandur,8Min,@Green: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:,4,0,25
Vadapalani,Anna Nagar East,13Min,@Green: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East:,7,0,30
Vadapalani,Anna Nagar Tower,11Min,@Green: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower:,6,0,30
Vadapalani,Arumbakkam,2Min,@Green: Vadapalani: Arumbakkam:,2,0,10
Vadapalani,Ashok Nagar,3Min,@Green: Vadapalani: Ashok Nagar:,2,0,10
Vadapalani,Chennai Central,27Min,@Green: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore: Chennai Central:,13,0,45
Vadapalani,CMBT,4Min,@Green: Vadapalani: Arumbakkam: CMBT:,3,0,15
Vadapalani,Egmore,24Min,@Green: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore:,12,0,40
Vadapalani,Ekkattuthangal,6Min,@Green: Vadapalani: Ashok Nagar: Ekkattuthangal:,3,0,25
Vadapalani,Guindy,11Min,@Green: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy:,5,1,30
Vadapalani,Kilpauk Medical College,19Min,@Green: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College:,10,0,40
Vadapalani,Koyambedu,6Min,@Green: Vadapalani: Arumbakkam: CMBT: Koyambedu:,4,0,25
Vadapalani,Little Mount,14Min,@Green: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount:,6,1,35
Vadapalani,Meenambakkam,15Min,@Green: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam:,6,1,35
Vadapalani,Nandanam,20Min,@Green: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam:,8,1,40
Vadapalani,Nanganallur Road,11Min,@Green: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road:,5,1,30
Vadapalani,Nehru Park,21Min,@Green: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park:,11,0,40
Vadapalani,Pachaiyappas College,17Min,@Green: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College:,9,0,40
Vadapalani,Saidapet,17Min,@Green: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet:,7,1,35
Vadapalani,Shenoy Nagar,15Min,@Green: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar:,8,0,35
Vadapalani,St Thomas Mount,11Min,@Green: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur: St Thomas Mount:,5,0,30
Vadapalani,Teynampet,22Min,@Green: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet:,9,1,40
Vadapalani,Thirumangalam,9Min,@Green: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam:,5,0,25
