Source,Destination,Duration,Route,Stations,Interchanges,Normal Fare
Ekkattuthangal,Thirumangalam,15Min,@Green: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam:,7,0,35
Ekkattuthangal,Vadapalani,6Min,@Green: Ekkattuthangal: Ashok Nagar: Vadapalani:,3,0,25
Guindy,AG-DMS,13Min,@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet: AG-DMS:,6,0,25
Guindy,Airport,13Min,@Blue: Guindy: Alandur: Nanganallur Road: Meenambakkam: Airport:,5,0,30
Guindy,Alandur,3Min,@Blue: Guindy: Alandur:,2,0,10
Guindy,Anna Nagar East,24Min,@Blue: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East:,11,1,45
Guindy,Anna Nagar Tower,22Min,@Blue: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower:,10,1,40
Guindy,Arumbakkam,13Min,@Blue: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam:,6,1,35
Guindy,Ashok Nagar,8Min,@Blue: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar:,4,1,25
Guindy,Chennai Central,38Min,@Blue: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore: Chennai Central:,17,1,50
Guindy,CMBT,15Min,@Blue: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT:,7,1,35
Guindy,Egmore,35Min,@Blue: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore:,16,1,50
Guindy,Ekkattuthangal,5Min,@Blue: Guindy:;@Green: Alandur: Ekkattuthangal:,3,1,15
Guindy,Kilpauk Medical College,30Min,@Blue: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College:,14,1,50
Guindy,Koyambedu,17Min,@Blue: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu:,8,1,40
Guindy,Little Mount,3Min,@Blue: Guindy: Little Mount:,2,0,10
Guindy,Meenambakkam,10Min,@Blue: Guindy: Alandur: Nanganallur Road: Meenambakkam:,4,0,25
Guindy,Nandanam,9Min,@Blue: Guindy: Little Mount: Saidapet: Nandanam:,4,0,25
Guindy,Nanganallur Road,6Min,@Blue: Guindy: Alandur: Nanganallur Road:,3,0,15
Guindy,Nehru Park,32Min,@Blue: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park:,15,1,50
Guindy,Pachaiyappas College,28Min,@Blue: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College:,13,1,45
Guindy,Saidapet,6Min,@Blue: Guindy: Little Mount: Saidapet:,3,0,15
Guindy,Shenoy Nagar,26Min,@Blue: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar:,12,1,45
Guindy,St Thomas Mount,5Min,@Blue: Guindy:;@Green: Alandur: St Thomas Mount:,3,1,15
Guindy,Teynampet,11Min,@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet:,5,0,25
Guindy,Thirumangalam,20Min,@Blue: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam:,9,1,40
Guindy,Vadapalani,11Min,@Blue: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani:,5,1,30
Kilpauk Medical College,AG-DMS,43Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampe,19,1,55
Kilpauk Medical College,Airport,37Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam: Airport:,16,1,50
Kilpauk Medical College,Alandur,27Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:,13,0,45
Kilpauk Medical College,Anna Nagar East,6Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East:,4,0,15
Kilpauk Medical College,Anna Nagar Tower,8Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower:,5,0,25
Kilpauk Medical College,Arumbakkam,17Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam:,9,0,35
Kilpauk Medical College,Ashok Nagar,22Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar:,11,0,40
Kilpauk Medical College,Chennai Central,8Min,@Green: Kilpauk Medical College: Nehru Park: Egmore: Chennai Central:,4,0,15
Kilpauk Medical College,CMBT,15Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT:,8,0,35
Kilpauk Medical College,Egmore,5Min,@Green: Kilpauk Medical College: Nehru Park: Egmore:,3,0,15
Kilpauk Medical College,Ekkattuthangal,25Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal:,12,0,45
Kilpauk Medical College,Guindy,30Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy:,14,1,50
Kilpauk Medical College,Koyambedu,13Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu:,7,0,30
Kilpauk Medical College,Little Mount,33Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount:,15,1,50
Kilpauk Medical College,Meenambakkam,34Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam:,15,1,50
Kilpauk Medical College,Nandanam,39Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam:,17,1,55
Kilpauk Medical College,Nanganallur Road,30Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road:,14,1,45
Kilpauk Medical College,Nehru Park,2Min,@Green: Kilpauk Medical College: Nehru Park:,2,0,10
Kilpauk Medical College,Pachaiyappas College,2Min,@Green: Kilpauk Medical College: Pachaiyappas College:,2,0,10
Kilpauk Medical College,Saidapet,36Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet:,16,1,50
Kilpauk Medical College,Shenoy Nagar,4Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar:,3,0,15
Kilpauk Medical College,St Thomas Mount,30Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur: St Thomas Mount:,14,0,45
Kilpauk Medical College,Teynampet,41Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampe,18,1,55
Kilpauk Medical College,Thirumangalam,10Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam:,6,0,25
Kilpauk Medical College,Vadapalani,19Min,@Green: Kilpauk Medical College: Pachaiyappas College: Shenoy Nagar: Anna Nagar East: Anna Nagar Tower: Thirumangalam: Koyambedu: CMBT: Arumbakkam: Vadapalani:,10,0,40
Koyambedu,AG-DMS,30Min,@Green: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet: AG-DMS:,13,1,45
Koyambedu,Airport,24Min,@Green: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam: Airport:,10,1,45
Koyambedu,Alandur,14Min,@Green: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:,7,0,35
Koyambedu,Anna Nagar East,7Min,@Green: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East:,4,0,15
Koyambedu,Anna Nagar Tower,5Min,@Green: Koyambedu: Thirumangalam: Anna Nagar Tower:,3,0,15
Koyambedu,Arumbakkam,4Min,@Green: Koyambedu: CMBT: Arumbakkam:,3,0,15
Koyambedu,Ashok Nagar,9Min,@Green: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar:,5,0,25
Koyambedu,Chennai Central,21Min,@Green: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore: Chennai Central:,10,0,40
Koyambedu,CMBT,2Min,@Green: Koyambedu: CMBT:,2,0,10
Koyambedu,Egmore,18Min,@Green: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore:,9,0,35
Koyambedu,Ekkattuthangal,12Min,@Green: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal:,6,0,30
Koyambedu,Guindy,17Min,@Green: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy:,8,1,40
Koyambedu,Kilpauk Medical College,13Min,@Green: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College:,7,0,30
Koyambedu,Little Mount,20Min,@Green: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount:,9,1,40
Koyambedu,Meenambakkam,21Min,@Green: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road: Meenambakkam:,9,1,40
Koyambedu,Nandanam,26Min,@Green: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam:,11,1,45
Koyambedu,Nanganallur Road,17Min,@Green: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Nanganallur Road:,8,1,40
Koyambedu,Nehru Park,15Min,@Green: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park:,8,0,35
Koyambedu,Pachaiyappas College,11Min,@Green: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College:,6,0,30
Koyambedu,Saidapet,23Min,@Green: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet:,10,1,40
Koyambedu,Shenoy Nagar,9Min,@Green: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar:,5,0,25
Koyambedu,St Thomas Mount,17Min,@Green: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur: St Thomas Mount:,8,0,40
Koyambedu,Teynampet,28Min,@Green: Koyambedu: CMBT: Arumbakkam: Vadapalani: Ashok Nagar: Ekkattuthangal: Alandur:;@Blue: Guindy: Little Mount: Saidapet: Nandanam: Teynampet:,12,1,45
Koyambedu,Thirumangalam,3Min,@Green: Koyambedu: Thirumangalam:,2,0,10
Koyambedu,Vadapalani,6Min,@Green: Koyambedu: CMBT: Arumbakkam: Vadapalani:,4,0,15
Little Mount,AG-DMS,10Min,@Blue: Little Mount: Saidapet: Nandanam: Teynampet: AG-DMS:,5,0,25
Little Mount,Airport,16Min,@Blue: Little Mount: Guindy: Alandur: Nanganallur Road: Meenambakkam: Airport:,6,0,30
Little Mount,Alandur,6Min,@Blue: Little Mount: Guindy: Alandur:,3,0,15
Little Mount,Anna Nagar East,27Min,@Blue: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East:,12,1,45
Little Mount,Anna Nagar Tower,25Min,@Blue: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower:,11,1,45
Little Mount,Arumbakkam,16Min,@Blue: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam:,7,1,35
Little Mount,Ashok Nagar,11Min,@Blue: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar:,5,1,30
Little Mount,Chennai Central,41Min,@Blue: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore: Chennai ,18,1,55
Little Mount,CMBT,18Min,@Blue: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT:,8,1,40
Little Mount,Egmore,38Min,@Blue: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore:,17,1,50
Little Mount,Ekkattuthangal,8Min,@Blue: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal:,4,1,25
Little Mount,Guindy,3Min,@Blue: Little Mount: Guindy:,2,0,10
Little Mount,Kilpauk Medical College,33Min,@Blue: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College:,15,1,50
Little Mount,Koyambedu,20Min,@Blue: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu:,9,1,40
Little Mount,Meenambakkam,13Min,@Blue: Little Mount: Guindy: Alandur: Nanganallur Road: Meenambakkam:,5,0,30
Little Mount,Nandanam,6Min,@Blue: Little Mount: Saidapet: Nandanam:,3,0,15
Little Mount,Nanganallur Road,9Min,@Blue: Little Mount: Guindy: Alandur: Nanganallur Road:,4,0,15
Little Mount,Nehru Park,35Min,@Blue: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park:,16,1,50
Little Mount,Pachaiyappas College,31Min,@Blue: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College:,14,1,50
Little Mount,Saidapet,3Min,@Blue: Little Mount: Saidapet:,2,0,10
Little Mount,Shenoy Nagar,29Min,@Blue: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar:,13,1,45
Little Mount,St Thomas Mount,8Min,@Blue: Little Mount: Guindy:;@Green: Alandur: St Thomas Mount:,4,1,25
Little Mount,Teynampet,8Min,@Blue: Little Mount: Saidapet: Nandanam: Teynampet:,4,0,15
Little Mount,Thirumangalam,23Min,@Blue: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam:,10,1,40
Little Mount,Vadapalani,14Min,@Blue: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani:,6,1,35
Meenambakkam,AG-DMS,23Min,@Blue: Meenambakkam: Nanganallur Road: Alandur: Guindy: Little Mount: Saidapet: Nandanam: Teynampet: AG-DMS:,9,0,40
Meenambakkam,Airport,3Min,@Blue: Meenambakkam: Airport:,2,0,10
Meenambakkam,Alandur,7Min,@Blue: Meenambakkam: Nanganallur Road: Alandur:,3,0,15
Meenambakkam,Anna Nagar East,28Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East:,12,1,45
Meenambakkam,Anna Nagar Tower,26Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower:,11,1,45
Meenambakkam,Arumbakkam,17Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam:,7,1,40
Meenambakkam,Ashok Nagar,12Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar:,5,1,30
Meenambakkam,Chennai Central,42Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore,18,1,55
Meenambakkam,CMBT,19Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT:,8,1,40
Meenambakkam,Egmore,39Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park: Egmore,17,1,50
Meenambakkam,Ekkattuthangal,9Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: Ekkattuthangal:,4,1,25
Meenambakkam,Guindy,10Min,@Blue: Meenambakkam: Nanganallur Road: Alandur: Guindy:,4,0,25
Meenambakkam,Kilpauk Medical College,34Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College:,15,1,50
Meenambakkam,Koyambedu,21Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu:,9,1,40
Meenambakkam,Little Mount,13Min,@Blue: Meenambakkam: Nanganallur Road: Alandur: Guindy: Little Mount:,5,0,30
Meenambakkam,Nandanam,19Min,@Blue: Meenambakkam: Nanganallur Road: Alandur: Guindy: Little Mount: Saidapet: Nandanam:,7,0,35
Meenambakkam,Nanganallur Road,4Min,@Blue: Meenambakkam: Nanganallur Road:,2,0,15
Meenambakkam,Nehru Park,36Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Park:,16,1,50
Meenambakkam,Pachaiyappas College,32Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College:,14,1,50
Meenambakkam,Saidapet,16Min,@Blue: Meenambakkam: Nanganallur Road: Alandur: Guindy: Little Mount: Saidapet:,6,0,30
Meenambakkam,Shenoy Nagar,30Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar:,13,1,45
Meenambakkam,St Thomas Mount,9Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: St Thomas Mount:,4,1,25
Meenambakkam,Teynampet,21Min,@Blue: Meenambakkam: Nanganallur Road: Alandur: Guindy: Little Mount: Saidapet: Nandanam: Teynampet:,8,0,35
Meenambakkam,Thirumangalam,24Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam:,10,1,45
Meenambakkam,Vadapalani,15Min,@Blue: Meenambakkam: Nanganallur Road:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani:,6,1,35
Nandanam,AG-DMS,4Min,@Blue: Nandanam: Teynampet: AG-DMS:,3,0,10
Nandanam,Airport,22Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy: Alandur: Nanganallur Road: Meenambakkam: Airport:,8,0,40
Nandanam,Alandur,12Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy: Alandur:,5,0,25
Nandanam,Anna Nagar East,33Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East:,14,1,50
Nandanam,Anna Nagar Tower,31Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower:,13,1,45
Nandanam,Arumbakkam,22Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam:,9,1,40
Nandanam,Ashok Nagar,17Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar:,7,1,35
Nandanam,Chennai Central,47Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Pa,20,1,55
Nandanam,CMBT,24Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT:,10,1,40
Nandanam,Egmore,44Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College: Nehru Pa,19,1,55
Nandanam,Ekkattuthangal,14Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal:,6,1,30
Nandanam,Guindy,9Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:,4,0,25
Nandanam,Kilpauk Medical College,39Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu: Thirumangalam: Anna Nagar Tower: Anna Nagar East: Shenoy Nagar: Pachaiyappas College: Kilpauk Medical College:,17,1,55
Nandanam,Koyambedu,26Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy:;@Green: Alandur: Ekkattuthangal: Ashok Nagar: Vadapalani: Arumbakkam: CMBT: Koyambedu:,11,1,45
Nandanam,Little Mount,6Min,@Blue: Nandanam: Saidapet: Little Mount:,3,0,15
Nandanam,Meenambakkam,19Min,@Blue: Nandanam: Saidapet: Little Mount: Guindy: Alandur: Nanganallur Road: Meenambakkam:,7,0,35
